,Id,Artist,Song
564,,,"{'name': 'Like Crazy', 'track_number': 3, 'id': '3Ua0m0YmEjrMi9XErKcNiR', 'url': 'https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR', 'audio_feature': [{'danceability': 0.629, 'energy': 0.733, 'key': 7, 'loudness': -5.445, 'mode': 1, 'speechiness': 0.0419, 'acousticness': 0.0025, 'instrumentalness': 0, 'liveness': 0.357, 'valence': 0.362, 'tempo': 120.001, 'type': 'audio_features', 'id': '3Ua0m0YmEjrMi9XErKcNiR', 'uri': 'spotify:track:3Ua0m0YmEjrMi9XErKcNiR', 'track_href': 'https://api.spotify.com/v1/tracks/3Ua0m0YmEjrMi9XErKcNiR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Ua0m0YmEjrMi9XErKcNiR', 'duration_ms': 212241, 'time_signature': 4}]}"
565,,,"{'name': 'Alone', 'track_number': 4, 'id': '5Hfnps0jaWFpYg55WOPexG', 'url': 'https://open.spotify.com/track/5Hfnps0jaWFpYg55WOPexG', 'audio_feature': [{'danceability': 0.593, 'energy': 0.446, 'key': 0, 'loudness': -7.776, 'mode': 0, 'speechiness': 0.0266, 'acousticness': 0.283, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.168, 'tempo': 102.057, 'type': 'audio_features', 'id': '5Hfnps0jaWFpYg55WOPexG', 'uri': 'spotify:track:5Hfnps0jaWFpYg55WOPexG', 'track_href': 'https://api.spotify.com/v1/tracks/5Hfnps0jaWFpYg55WOPexG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Hfnps0jaWFpYg55WOPexG', 'duration_ms': 211251, 'time_signature': 4}]}"
566,,,"{'name': 'Set Me Free Pt.2', 'track_number': 5, 'id': '1fpj1CJPxY3YvN3AMAEYvt', 'url': 'https://open.spotify.com/track/1fpj1CJPxY3YvN3AMAEYvt', 'audio_feature': [{'danceability': 0.585, 'energy': 0.815, 'key': 0, 'loudness': -4.165, 'mode': 0, 'speechiness': 0.0565, 'acousticness': 0.115, 'instrumentalness': 0, 'liveness': 0.124, 'valence': 0.564, 'tempo': 132.09, 'type': 'audio_features', 'id': '1fpj1CJPxY3YvN3AMAEYvt', 'uri': 'spotify:track:1fpj1CJPxY3YvN3AMAEYvt', 'track_href': 'https://api.spotify.com/v1/tracks/1fpj1CJPxY3YvN3AMAEYvt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1fpj1CJPxY3YvN3AMAEYvt', 'duration_ms': 200930, 'time_signature': 4}]}"
567,,,"{'name': 'Like Crazy (English Version)', 'track_number': 6, 'id': '0u8rZGtXJrLtiSe34FPjGG', 'url': 'https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG', 'audio_feature': [{'danceability': 0.623, 'energy': 0.755, 'key': 7, 'loudness': -5.386, 'mode': 1, 'speechiness': 0.0415, 'acousticness': 0.00306, 'instrumentalness': 0, 'liveness': 0.387, 'valence': 0.32, 'tempo': 119.957, 'type': 'audio_features', 'id': '0u8rZGtXJrLtiSe34FPjGG', 'uri': 'spotify:track:0u8rZGtXJrLtiSe34FPjGG', 'track_href': 'https://api.spotify.com/v1/tracks/0u8rZGtXJrLtiSe34FPjGG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0u8rZGtXJrLtiSe34FPjGG', 'duration_ms': 212254, 'time_signature': 4}]}"
568,,,"{'name': 'Dawns (feat. Maggie Rogers)', 'track_number': 1, 'id': '42TtHTxWk782ZBiqyOi2d1', 'url': 'https://open.spotify.com/track/42TtHTxWk782ZBiqyOi2d1', 'audio_feature': [{'danceability': 0.447, 'energy': 0.441, 'key': 0, 'loudness': -7.658, 'mode': 1, 'speechiness': 0.0456, 'acousticness': 0.874, 'instrumentalness': 4.36e-05, 'liveness': 0.188, 'valence': 0.286, 'tempo': 122.811, 'type': 'audio_features', 'id': '42TtHTxWk782ZBiqyOi2d1', 'uri': 'spotify:track:42TtHTxWk782ZBiqyOi2d1', 'track_href': 'https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1', 'duration_ms': 290892, 'time_signature': 4}]}"
569,,,"{'name': 'Green Room', 'track_number': 1, 'id': '3MtB4aOzFkXJvAREmsy1Dj', 'url': 'https://open.spotify.com/track/3MtB4aOzFkXJvAREmsy1Dj', 'audio_feature': [{'danceability': 0.469, 'energy': 0.742, 'key': 0, 'loudness': -5.678, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.00935, 'instrumentalness': 0, 'liveness': 0.239, 'valence': 0.0375, 'tempo': 145.031, 'type': 'audio_features', 'id': '3MtB4aOzFkXJvAREmsy1Dj', 'uri': 'spotify:track:3MtB4aOzFkXJvAREmsy1Dj', 'track_href': 'https://api.spotify.com/v1/tracks/3MtB4aOzFkXJvAREmsy1Dj', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3MtB4aOzFkXJvAREmsy1Dj', 'duration_ms': 188702, 'time_signature': 4}]}"
570,,,"{'name': 'Jennifer’s Body', 'track_number': 2, 'id': '04hgBWsBDEyVP8pH0BCZbG', 'url': 'https://open.spotify.com/track/04hgBWsBDEyVP8pH0BCZbG', 'audio_feature': [{'danceability': 0.68, 'energy': 0.618, 'key': 1, 'loudness': -6.288, 'mode': 1, 'speechiness': 0.0413, 'acousticness': 0.000143, 'instrumentalness': 0, 'liveness': 0.231, 'valence': 0.498, 'tempo': 139.825, 'type': 'audio_features', 'id': '04hgBWsBDEyVP8pH0BCZbG', 'uri': 'spotify:track:04hgBWsBDEyVP8pH0BCZbG', 'track_href': 'https://api.spotify.com/v1/tracks/04hgBWsBDEyVP8pH0BCZbG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/04hgBWsBDEyVP8pH0BCZbG', 'duration_ms': 158515, 'time_signature': 4}]}"
571,,,"{'name': 'Fighting My Demons', 'track_number': 3, 'id': '2c7sRekhMGlj7u1WIIzoQu', 'url': 'https://open.spotify.com/track/2c7sRekhMGlj7u1WIIzoQu', 'audio_feature': [{'danceability': 0.538, 'energy': 0.669, 'key': 1, 'loudness': -4.97, 'mode': 1, 'speechiness': 0.0518, 'acousticness': 0.00437, 'instrumentalness': 1.03e-05, 'liveness': 0.43, 'valence': 0.0389, 'tempo': 141.659, 'type': 'audio_features', 'id': '2c7sRekhMGlj7u1WIIzoQu', 'uri': 'spotify:track:2c7sRekhMGlj7u1WIIzoQu', 'track_href': 'https://api.spotify.com/v1/tracks/2c7sRekhMGlj7u1WIIzoQu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2c7sRekhMGlj7u1WIIzoQu', 'duration_ms': 150402, 'time_signature': 4}]}"
572,,,"{'name': 'Singapore (feat. Destroy Lonely)', 'track_number': 4, 'id': '56QNTK715IJeYmJP2grB5f', 'url': 'https://open.spotify.com/track/56QNTK715IJeYmJP2grB5f', 'audio_feature': [{'danceability': 0.562, 'energy': 0.771, 'key': 5, 'loudness': -4.603, 'mode': 0, 'speechiness': 0.269, 'acousticness': 0.19, 'instrumentalness': 0, 'liveness': 0.191, 'valence': 0.494, 'tempo': 151.891, 'type': 'audio_features', 'id': '56QNTK715IJeYmJP2grB5f', 'uri': 'spotify:track:56QNTK715IJeYmJP2grB5f', 'track_href': 'https://api.spotify.com/v1/tracks/56QNTK715IJeYmJP2grB5f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/56QNTK715IJeYmJP2grB5f', 'duration_ms': 151582, 'time_signature': 3}]}"
573,,,"{'name': 'Lose It', 'track_number': 5, 'id': '5ZY2fIqxuKDr5pdz0ucpRz', 'url': 'https://open.spotify.com/track/5ZY2fIqxuKDr5pdz0ucpRz', 'audio_feature': [{'danceability': 0.574, 'energy': 0.701, 'key': 0, 'loudness': -6.654, 'mode': 1, 'speechiness': 0.0463, 'acousticness': 0.00435, 'instrumentalness': 4.5e-05, 'liveness': 0.152, 'valence': 0.346, 'tempo': 75.105, 'type': 'audio_features', 'id': '5ZY2fIqxuKDr5pdz0ucpRz', 'uri': 'spotify:track:5ZY2fIqxuKDr5pdz0ucpRz', 'track_href': 'https://api.spotify.com/v1/tracks/5ZY2fIqxuKDr5pdz0ucpRz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ZY2fIqxuKDr5pdz0ucpRz', 'duration_ms': 140811, 'time_signature': 4}]}"
574,,,"{'name': 'Hardcore', 'track_number': 6, 'id': '39xDX63yonTblgoHdTKLtI', 'url': 'https://open.spotify.com/track/39xDX63yonTblgoHdTKLtI', 'audio_feature': [{'danceability': 0.701, 'energy': 0.558, 'key': 1, 'loudness': -5.546, 'mode': 1, 'speechiness': 0.264, 'acousticness': 0.0161, 'instrumentalness': 0.0725, 'liveness': 0.288, 'valence': 0.432, 'tempo': 156.042, 'type': 'audio_features', 'id': '39xDX63yonTblgoHdTKLtI', 'uri': 'spotify:track:39xDX63yonTblgoHdTKLtI', 'track_href': 'https://api.spotify.com/v1/tracks/39xDX63yonTblgoHdTKLtI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/39xDX63yonTblgoHdTKLtI', 'duration_ms': 124567, 'time_signature': 4}]}"
575,,,"{'name': 'Me N My Kup', 'track_number': 7, 'id': '0hhNTyH6RJJGItHeSMCof3', 'url': 'https://open.spotify.com/track/0hhNTyH6RJJGItHeSMCof3', 'audio_feature': [{'danceability': 0.66, 'energy': 0.791, 'key': 9, 'loudness': -3.188, 'mode': 1, 'speechiness': 0.0398, 'acousticness': 0.00225, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.227, 'tempo': 140.058, 'type': 'audio_features', 'id': '0hhNTyH6RJJGItHeSMCof3', 'uri': 'spotify:track:0hhNTyH6RJJGItHeSMCof3', 'track_href': 'https://api.spotify.com/v1/tracks/0hhNTyH6RJJGItHeSMCof3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0hhNTyH6RJJGItHeSMCof3', 'duration_ms': 234032, 'time_signature': 4}]}"
576,,,"{'name': 'It’s Over', 'track_number': 8, 'id': '6dhLnWxKnrrCszvUKRPkNq', 'url': 'https://open.spotify.com/track/6dhLnWxKnrrCszvUKRPkNq', 'audio_feature': [{'danceability': 0.64, 'energy': 0.664, 'key': 5, 'loudness': -5.966, 'mode': 1, 'speechiness': 0.122, 'acousticness': 0.000409, 'instrumentalness': 0, 'liveness': 0.27, 'valence': 0.518, 'tempo': 142.833, 'type': 'audio_features', 'id': '6dhLnWxKnrrCszvUKRPkNq', 'uri': 'spotify:track:6dhLnWxKnrrCszvUKRPkNq', 'track_href': 'https://api.spotify.com/v1/tracks/6dhLnWxKnrrCszvUKRPkNq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6dhLnWxKnrrCszvUKRPkNq', 'duration_ms': 95687, 'time_signature': 4}]}"
577,,,"{'name': 'Succubus', 'track_number': 9, 'id': '2pcv4nUQqaZnJk1kYvCfXV', 'url': 'https://open.spotify.com/track/2pcv4nUQqaZnJk1kYvCfXV', 'audio_feature': [{'danceability': 0.537, 'energy': 0.378, 'key': 1, 'loudness': -7.571, 'mode': 1, 'speechiness': 0.0628, 'acousticness': 0.0287, 'instrumentalness': 0.00128, 'liveness': 0.452, 'valence': 0.115, 'tempo': 143.974, 'type': 'audio_features', 'id': '2pcv4nUQqaZnJk1kYvCfXV', 'uri': 'spotify:track:2pcv4nUQqaZnJk1kYvCfXV', 'track_href': 'https://api.spotify.com/v1/tracks/2pcv4nUQqaZnJk1kYvCfXV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2pcv4nUQqaZnJk1kYvCfXV', 'duration_ms': 149893, 'time_signature': 4}]}"
578,,,"{'name': 'Paranoid (feat. Destroy Lonely)', 'track_number': 10, 'id': '2l48XirhkqQ5qRqtwItNXn', 'url': 'https://open.spotify.com/track/2l48XirhkqQ5qRqtwItNXn', 'audio_feature': [{'danceability': 0.603, 'energy': 0.689, 'key': 8, 'loudness': -6.586, 'mode': 0, 'speechiness': 0.138, 'acousticness': 0.00234, 'instrumentalness': 2.03e-06, 'liveness': 0.113, 'valence': 0.405, 'tempo': 150.056, 'type': 'audio_features', 'id': '2l48XirhkqQ5qRqtwItNXn', 'uri': 'spotify:track:2l48XirhkqQ5qRqtwItNXn', 'track_href': 'https://api.spotify.com/v1/tracks/2l48XirhkqQ5qRqtwItNXn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2l48XirhkqQ5qRqtwItNXn', 'duration_ms': 127972, 'time_signature': 4}]}"
579,,,"{'name': 'Pots', 'track_number': 11, 'id': '1uKWqIe47TjOC06rvTEWQa', 'url': 'https://open.spotify.com/track/1uKWqIe47TjOC06rvTEWQa', 'audio_feature': [{'danceability': 0.687, 'energy': 0.691, 'key': 1, 'loudness': -6.044, 'mode': 1, 'speechiness': 0.0621, 'acousticness': 0.000799, 'instrumentalness': 1.16e-06, 'liveness': 0.131, 'valence': 0.398, 'tempo': 149.044, 'type': 'audio_features', 'id': '1uKWqIe47TjOC06rvTEWQa', 'uri': 'spotify:track:1uKWqIe47TjOC06rvTEWQa', 'track_href': 'https://api.spotify.com/v1/tracks/1uKWqIe47TjOC06rvTEWQa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1uKWqIe47TjOC06rvTEWQa', 'duration_ms': 129637, 'time_signature': 4}]}"
580,,,"{'name': 'Like This (feat. Lil Uzi Vert, Destroy Lonely)', 'track_number': 12, 'id': '1DypGkTryeH4cPFBVucxo4', 'url': 'https://open.spotify.com/track/1DypGkTryeH4cPFBVucxo4', 'audio_feature': [{'danceability': 0.698, 'energy': 0.692, 'key': 10, 'loudness': -5.699, 'mode': 1, 'speechiness': 0.267, 'acousticness': 0.00415, 'instrumentalness': 0, 'liveness': 0.177, 'valence': 0.23, 'tempo': 146.999, 'type': 'audio_features', 'id': '1DypGkTryeH4cPFBVucxo4', 'uri': 'spotify:track:1DypGkTryeH4cPFBVucxo4', 'track_href': 'https://api.spotify.com/v1/tracks/1DypGkTryeH4cPFBVucxo4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1DypGkTryeH4cPFBVucxo4', 'duration_ms': 192213, 'time_signature': 4}]}"
581,,,"{'name': 'Overtime', 'track_number': 13, 'id': '4hZi9952OTtYQnXo2FJT6C', 'url': 'https://open.spotify.com/track/4hZi9952OTtYQnXo2FJT6C', 'audio_feature': [{'danceability': 0.572, 'energy': 0.681, 'key': 0, 'loudness': -5.049, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.00878, 'instrumentalness': 4.62e-06, 'liveness': 0.205, 'valence': 0.158, 'tempo': 149.981, 'type': 'audio_features', 'id': '4hZi9952OTtYQnXo2FJT6C', 'uri': 'spotify:track:4hZi9952OTtYQnXo2FJT6C', 'track_href': 'https://api.spotify.com/v1/tracks/4hZi9952OTtYQnXo2FJT6C', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4hZi9952OTtYQnXo2FJT6C', 'duration_ms': 106619, 'time_signature': 4}]}"
582,,,"{'name': 'Vampire Hour', 'track_number': 14, 'id': '1U29Vg8V5ivbxirZaG7XAR', 'url': 'https://open.spotify.com/track/1U29Vg8V5ivbxirZaG7XAR', 'audio_feature': [{'danceability': 0.559, 'energy': 0.69, 'key': 1, 'loudness': -5.682, 'mode': 1, 'speechiness': 0.0388, 'acousticness': 0.036, 'instrumentalness': 0.000644, 'liveness': 0.116, 'valence': 0.145, 'tempo': 150.027, 'type': 'audio_features', 'id': '1U29Vg8V5ivbxirZaG7XAR', 'uri': 'spotify:track:1U29Vg8V5ivbxirZaG7XAR', 'track_href': 'https://api.spotify.com/v1/tracks/1U29Vg8V5ivbxirZaG7XAR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1U29Vg8V5ivbxirZaG7XAR', 'duration_ms': 154400, 'time_signature': 4}]}"
583,,,"{'name': 'Nightcore', 'track_number': 15, 'id': '5wotbFovMedDXEMKC4DrHf', 'url': 'https://open.spotify.com/track/5wotbFovMedDXEMKC4DrHf', 'audio_feature': [{'danceability': 0.649, 'energy': 0.777, 'key': 1, 'loudness': -5.3, 'mode': 1, 'speechiness': 0.195, 'acousticness': 0.0044, 'instrumentalness': 0, 'liveness': 0.226, 'valence': 0.523, 'tempo': 155.02, 'type': 'audio_features', 'id': '5wotbFovMedDXEMKC4DrHf', 'uri': 'spotify:track:5wotbFovMedDXEMKC4DrHf', 'track_href': 'https://api.spotify.com/v1/tracks/5wotbFovMedDXEMKC4DrHf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5wotbFovMedDXEMKC4DrHf', 'duration_ms': 187048, 'time_signature': 4}]}"
584,,,"{'name': 'Nightcore 2', 'track_number': 16, 'id': '6p1j9OP2IBdzR5tgtyJk10', 'url': 'https://open.spotify.com/track/6p1j9OP2IBdzR5tgtyJk10', 'audio_feature': [{'danceability': 0.614, 'energy': 0.71, 'key': 8, 'loudness': -5.244, 'mode': 1, 'speechiness': 0.276, 'acousticness': 0.114, 'instrumentalness': 0, 'liveness': 0.452, 'valence': 0.292, 'tempo': 78.933, 'type': 'audio_features', 'id': '6p1j9OP2IBdzR5tgtyJk10', 'uri': 'spotify:track:6p1j9OP2IBdzR5tgtyJk10', 'track_href': 'https://api.spotify.com/v1/tracks/6p1j9OP2IBdzR5tgtyJk10', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6p1j9OP2IBdzR5tgtyJk10', 'duration_ms': 182792, 'time_signature': 4}]}"
585,,,"{'name': 'Rockstar Lifestyle', 'track_number': 17, 'id': '5I8LS9jiW5xju1lzakh1s3', 'url': 'https://open.spotify.com/track/5I8LS9jiW5xju1lzakh1s3', 'audio_feature': [{'danceability': 0.691, 'energy': 0.711, 'key': 1, 'loudness': -4.982, 'mode': 1, 'speechiness': 0.22, 'acousticness': 0.00148, 'instrumentalness': 0, 'liveness': 0.341, 'valence': 0.195, 'tempo': 139.764, 'type': 'audio_features', 'id': '5I8LS9jiW5xju1lzakh1s3', 'uri': 'spotify:track:5I8LS9jiW5xju1lzakh1s3', 'track_href': 'https://api.spotify.com/v1/tracks/5I8LS9jiW5xju1lzakh1s3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5I8LS9jiW5xju1lzakh1s3', 'duration_ms': 192879, 'time_signature': 4}]}"
586,,,"{'name': 'i need u', 'track_number': 18, 'id': '3YBU7JlsPHIXhEuc7OXrIT', 'url': 'https://open.spotify.com/track/3YBU7JlsPHIXhEuc7OXrIT', 'audio_feature': [{'danceability': 0.59, 'energy': 0.688, 'key': 2, 'loudness': -6.512, 'mode': 1, 'speechiness': 0.0467, 'acousticness': 0.000171, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.155, 'tempo': 77.999, 'type': 'audio_features', 'id': '3YBU7JlsPHIXhEuc7OXrIT', 'uri': 'spotify:track:3YBU7JlsPHIXhEuc7OXrIT', 'track_href': 'https://api.spotify.com/v1/tracks/3YBU7JlsPHIXhEuc7OXrIT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3YBU7JlsPHIXhEuc7OXrIT', 'duration_ms': 148761, 'time_signature': 4}]}"
587,,,"{'name': 'Dance The Night - From Barbie The Album', 'track_number': 1, 'id': '1vYXt7VSjH9JIM5oRRo7vA', 'url': 'https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA', 'audio_feature': [{'danceability': 0.671, 'energy': 0.845, 'key': 11, 'loudness': -4.93, 'mode': 0, 'speechiness': 0.048, 'acousticness': 0.0207, 'instrumentalness': 0, 'liveness': 0.329, 'valence': 0.775, 'tempo': 110.056, 'type': 'audio_features', 'id': '1vYXt7VSjH9JIM5oRRo7vA', 'uri': 'spotify:track:1vYXt7VSjH9JIM5oRRo7vA', 'track_href': 'https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA', 'duration_ms': 176579, 'time_signature': 4}]}"
588,,,"{'name': 'HYAENA', 'track_number': 1, 'id': '0hL9gOw6XBWsygEUcVjxEc', 'url': 'https://open.spotify.com/track/0hL9gOw6XBWsygEUcVjxEc', 'audio_feature': [{'danceability': 0.608, 'energy': 0.754, 'key': 8, 'loudness': -5.277, 'mode': 1, 'speechiness': 0.0719, 'acousticness': 0.0305, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.455, 'tempo': 97.071, 'type': 'audio_features', 'id': '0hL9gOw6XBWsygEUcVjxEc', 'uri': 'spotify:track:0hL9gOw6XBWsygEUcVjxEc', 'track_href': 'https://api.spotify.com/v1/tracks/0hL9gOw6XBWsygEUcVjxEc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0hL9gOw6XBWsygEUcVjxEc', 'duration_ms': 222085, 'time_signature': 4}]}"
589,,,"{'name': 'THANK GOD', 'track_number': 2, 'id': '1PH2MDbcBAU094DlgTIND1', 'url': 'https://open.spotify.com/track/1PH2MDbcBAU094DlgTIND1', 'audio_feature': [{'danceability': 0.657, 'energy': 0.553, 'key': 10, 'loudness': -7.08, 'mode': 0, 'speechiness': 0.0394, 'acousticness': 0.254, 'instrumentalness': 0, 'liveness': 0.129, 'valence': 0.576, 'tempo': 134.925, 'type': 'audio_features', 'id': '1PH2MDbcBAU094DlgTIND1', 'uri': 'spotify:track:1PH2MDbcBAU094DlgTIND1', 'track_href': 'https://api.spotify.com/v1/tracks/1PH2MDbcBAU094DlgTIND1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1PH2MDbcBAU094DlgTIND1', 'duration_ms': 184889, 'time_signature': 4}]}"
590,,,"{'name': 'MODERN JAM (feat. Teezo Touchdown)', 'track_number': 3, 'id': '3KCNiDi9Pza6ZD8FggNoaw', 'url': 'https://open.spotify.com/track/3KCNiDi9Pza6ZD8FggNoaw', 'audio_feature': [{'danceability': 0.517, 'energy': 0.539, 'key': 9, 'loudness': -6.474, 'mode': 0, 'speechiness': 0.038, 'acousticness': 0.000564, 'instrumentalness': 1.4e-05, 'liveness': 0.537, 'valence': 0.531, 'tempo': 108.984, 'type': 'audio_features', 'id': '3KCNiDi9Pza6ZD8FggNoaw', 'uri': 'spotify:track:3KCNiDi9Pza6ZD8FggNoaw', 'track_href': 'https://api.spotify.com/v1/tracks/3KCNiDi9Pza6ZD8FggNoaw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3KCNiDi9Pza6ZD8FggNoaw', 'duration_ms': 255413, 'time_signature': 4}]}"
591,,,"{'name': 'MY EYES', 'track_number': 4, 'id': '4kjI1gwQZRKNDkw1nI475M', 'url': 'https://open.spotify.com/track/4kjI1gwQZRKNDkw1nI475M', 'audio_feature': [{'danceability': 0.455, 'energy': 0.621, 'key': 0, 'loudness': -7.694, 'mode': 0, 'speechiness': 0.0517, 'acousticness': 0.651, 'instrumentalness': 2.59e-06, 'liveness': 0.123, 'valence': 0.28, 'tempo': 119.043, 'type': 'audio_features', 'id': '4kjI1gwQZRKNDkw1nI475M', 'uri': 'spotify:track:4kjI1gwQZRKNDkw1nI475M', 'track_href': 'https://api.spotify.com/v1/tracks/4kjI1gwQZRKNDkw1nI475M', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4kjI1gwQZRKNDkw1nI475M', 'duration_ms': 251250, 'time_signature': 4}]}"
592,,,"{'name': ""GOD'S COUNTRY"", 'track_number': 5, 'id': '04WxWo7XeVyx22xEsrWRUb', 'url': 'https://open.spotify.com/track/04WxWo7XeVyx22xEsrWRUb', 'audio_feature': [{'danceability': 0.624, 'energy': 0.65, 'key': 2, 'loudness': -5.819, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.0229, 'instrumentalness': 1.21e-05, 'liveness': 0.145, 'valence': 0.138, 'tempo': 150.048, 'type': 'audio_features', 'id': '04WxWo7XeVyx22xEsrWRUb', 'uri': 'spotify:track:04WxWo7XeVyx22xEsrWRUb', 'track_href': 'https://api.spotify.com/v1/tracks/04WxWo7XeVyx22xEsrWRUb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/04WxWo7XeVyx22xEsrWRUb', 'duration_ms': 127992, 'time_signature': 4}]}"
593,,,"{'name': 'SIRENS', 'track_number': 6, 'id': '7LSpFCvRZZot2AlmkUzy9k', 'url': 'https://open.spotify.com/track/7LSpFCvRZZot2AlmkUzy9k', 'audio_feature': [{'danceability': 0.588, 'energy': 0.88, 'key': 9, 'loudness': -6.117, 'mode': 0, 'speechiness': 0.0747, 'acousticness': 0.0976, 'instrumentalness': 0.000167, 'liveness': 0.767, 'valence': 0.242, 'tempo': 96.003, 'type': 'audio_features', 'id': '7LSpFCvRZZot2AlmkUzy9k', 'uri': 'spotify:track:7LSpFCvRZZot2AlmkUzy9k', 'track_href': 'https://api.spotify.com/v1/tracks/7LSpFCvRZZot2AlmkUzy9k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7LSpFCvRZZot2AlmkUzy9k', 'duration_ms': 204447, 'time_signature': 3}]}"
594,,,"{'name': 'MELTDOWN (feat. Drake)', 'track_number': 7, 'id': '67nepsnrcZkowTxMWigSbb', 'url': 'https://open.spotify.com/track/67nepsnrcZkowTxMWigSbb', 'audio_feature': [{'danceability': 0.557, 'energy': 0.774, 'key': 7, 'loudness': -5.275, 'mode': 0, 'speechiness': 0.351, 'acousticness': 0.012, 'instrumentalness': 0, 'liveness': 0.396, 'valence': 0.397, 'tempo': 111.975, 'type': 'audio_features', 'id': '67nepsnrcZkowTxMWigSbb', 'uri': 'spotify:track:67nepsnrcZkowTxMWigSbb', 'track_href': 'https://api.spotify.com/v1/tracks/67nepsnrcZkowTxMWigSbb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/67nepsnrcZkowTxMWigSbb', 'duration_ms': 246134, 'time_signature': 4}]}"
595,,,"{'name': 'FE!N (feat. Playboi Carti)', 'track_number': 8, 'id': '42VsgItocQwOQC3XWZ8JNA', 'url': 'https://open.spotify.com/track/42VsgItocQwOQC3XWZ8JNA', 'audio_feature': [{'danceability': 0.569, 'energy': 0.882, 'key': 3, 'loudness': -2.777, 'mode': 0, 'speechiness': 0.06, 'acousticness': 0.0316, 'instrumentalness': 0, 'liveness': 0.142, 'valence': 0.201, 'tempo': 148.038, 'type': 'audio_features', 'id': '42VsgItocQwOQC3XWZ8JNA', 'uri': 'spotify:track:42VsgItocQwOQC3XWZ8JNA', 'track_href': 'https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA', 'duration_ms': 191701, 'time_signature': 4}]}"
596,,,"{'name': 'DELRESTO (ECHOES) (feat. Beyoncé)', 'track_number': 9, 'id': '0OEe83mMZ5kaNw5uZQ7ilG', 'url': 'https://open.spotify.com/track/0OEe83mMZ5kaNw5uZQ7ilG', 'audio_feature': [{'danceability': 0.674, 'energy': 0.609, 'key': 2, 'loudness': -6.306, 'mode': 0, 'speechiness': 0.045, 'acousticness': 0.461, 'instrumentalness': 0, 'liveness': 0.328, 'valence': 0.509, 'tempo': 116.066, 'type': 'audio_features', 'id': '0OEe83mMZ5kaNw5uZQ7ilG', 'uri': 'spotify:track:0OEe83mMZ5kaNw5uZQ7ilG', 'track_href': 'https://api.spotify.com/v1/tracks/0OEe83mMZ5kaNw5uZQ7ilG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OEe83mMZ5kaNw5uZQ7ilG', 'duration_ms': 274138, 'time_signature': 4}]}"
